Month,Trial ID,Drug / therapy,Short description,Company sponsor,Primary completion date,Phases,Study URL,Brief title,Press release check status,Checked against cutoff,Matched title,Matched source,Matched link,Matched publication date,Matched source type
July,NCT07178522,Envacgen®,Investigational preventive therapy being studied to help protect against Enterovirus 71 Inactivated Vaccine.,Medigen Vaccine Biologics Corp.,2026-07-31,PHASE3,https://clinicaltrials.gov/study/NCT07178522,A Study to Evaluate the Immunogenicity and Safety of an EV71 Vaccine (Envacgen®) in Children Aged 6 to <10 Years Compared to Children Aged 2 to <6 Years,not_yet_due,no,,,,,
July,NCT03711032,BCG + Pembrolizumab,Combination regimen being studied to treat High risk Non muscle Invasive Bladder Cancer.,Merck Sharp & Dohme LLC,2026-07-31,PHASE3,https://clinicaltrials.gov/study/NCT03711032,Efficacy and Safety of Pembrolizumab (MK-3475) in Combination With Bacillus Calmette-Guerin (BCG) in High-Risk Non-Muscle Invasive Bladder Cancer (HR NMIBC) (MK-3475-676/KEYNOTE-676),not_yet_due,no,,,,,
July,NCT06989918,MHB018A,Investigational therapy being studied to treat Thyroid Associated Ophthalmopathies.,Minghui Pharmaceutical (Hangzhou) Ltd,2026-07-31,PHASE3,https://clinicaltrials.gov/study/NCT06989918,MHB018A Treatment in Patients With Active Thyroid Eye Disease,not_yet_due,no,,,,,
July,NCT06738901,SKP-0141,"Investigational preventive therapy being studied to help protect against Hemophilia A, Severe.","SK Plasma Co., Ltd.",2026-07-31,PHASE3,https://clinicaltrials.gov/study/NCT06738901,"An Open-label Study Evaluating the Efficacy, Safety, Pharmacokinetics, and Immunogenicity of SKP-0141 for the Treatment and Prophylaxis in Severe Hemophilia a Patients",not_yet_due,no,,,,,
July,NCT03891446,Bimatoprost SR,Investigational therapy being studied to treat Open Angle Glaucoma and Ocular Hypertension.,AbbVie,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT03891446,Long-term Safety and Efficacy Extension Trial of Bimatoprost SR,not_yet_due,no,,,,,
July,NCT05814627,Adalimumab + Upadacitinib,Combination regimen being studied to treat Rheumatoid Arthritis.,AbbVie,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT05814627,Study to Assess Change in Disease Activity and Adverse Events of Oral Upadacitinib Compared to Subcutaneous Adalimumab in Adult Participants With Moderate to Severe Rheumatoid Arthritis,not_yet_due,no,,,,,
July,NCT05995340,ELAPR002f Injectable Gel,Investigational therapy being studied to treat Atrophic Acne Scars.,AbbVie,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT05995340,ELAPR002f Injectable Gel in the Treatment of Atrophic Acne Scars,not_yet_due,no,,,,,
July,NCT07060885,HDM SLIT-tablet (12 SQ-HDM),Investigational therapy being studied to treat Allergic Rhinoconjunctivitis and Allergic Rhinitis.,ALK-Abelló A/S,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT07060885,A Research Study of House Dust Mite (HDM) SLIT-tablet for the Treatment of HDM Allergy in Chinese Participants Aged 12-65,not_yet_due,no,,,,,
July,NCT03893045,Iron sucrose + ferumoxytol,Combination regimen being studied to treat Iron Deficiency Anemia.,"AMAG Pharmaceuticals, Inc.",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT03893045,A Study to Evaluate Ferumoxytol for the Treatment of Iron Deficiency Anemia (IDA) in Pediatric Subjects,not_yet_due,no,,,,,
July,NCT04164199,BAT1706 + BGB-15025 + BGB-A445 (+10 more),Combination regimen being studied to treat Advanced Malignancies.,BeOne Medicines,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT04164199,"Study of Tislelizumab, Pamiparib, and Other Investigational Agents in Participants With Advanced Malignancies",not_yet_due,no,,,,,
July,NCT05050942,CAM2029 + Lanreotide ATG + Octreotide LAR,Combination regimen being studied to treat Gastro enteropancreatic Neuroendocrine Tumor.,Camurus AB,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT05050942,A Trial to Assess Efficacy and Safety of Octreotide Subcutaneous Depot in Patients With GEP-NET,not_yet_due,no,,,,,
July,NCT06738979,TQF3510 (Semaglutide Injection) + Wegovy®,Combination regimen being studied to treat Obesity.,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT06738979,A Clinical Study Comparing Semaglutide Injection and Wegovy® for Weight Management in Obese Subjects,not_yet_due,no,,,,,
July,NCT07499115,Colgate Cavity Protection Toothpaste + Toothpaste containing chitosan,"Combination regimen being studied to treat Plaque, Dental and Gingivitis.",Colgate Palmolive,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT07499115,"Efficacy of a Toothpaste in Reducing Plaque, Gingivitis, and Gingival Bleeding",not_yet_due,no,,,,,
July,NCT06101745,Nizaracianine Triflutate,Investigational therapy being studied to treat Injury of Ureter During Surgery (Disorder).,"Curadel Surgical Innovations, Inc.",2026-07,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT06101745,Trial to Visualize the Ureters With Nizaracianine Triflutate in Adults Undergoing Abdominopelvic Surgery,not_yet_due,no,,,,,
July,NCT04670666,EMPAGLIFLOZIN + LINAGLIPTIN + MADALENA ASSOCIATION + METFORMIN,Combination regimen being studied to treat Type 2 Diabetes Mellitus.,EMS,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT04670666,Efficacy and Safety of Madalena Association in the Treatment of Type II Diabetes Mellitus,not_yet_due,no,,,,,
July,NCT05028140,EMPAGLIFLOZIN + PIEMONTE + PIOGLITAZONE,Combination regimen being studied to treat Type II Diabetes.,EMS,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT05028140,Efficacy and Safety of Piemonte Association in the Treatment of Type II Diabetes Mellitus,not_yet_due,no,,,,,
July,NCT06366464,Pitolisant tablet,Investigational therapy being studied to treat Prader Willi Syndrome.,"Harmony Biosciences Management, Inc.",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT06366464,A Study of Pitolisant in Patients With Prader-Willi Syndrome,not_yet_due,no,,,,,
July,NCT04674683,HBI-8000 in combination with nivolumab,Investigational therapy being studied to treat Unresectable or Metastatic Melanoma and Progressive Brain Metastasis.,"HUYABIO International, LLC.",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT04674683,Study Comparing Investigational Drug HBI-8000 + Nivolumab vs. Placebo + Nivolumab in Patients With Advanced Melanoma,not_yet_due,no,,,,,
July,NCT04069286,Omeprazole 20Mg Capsule + Oral Aroeira,Combination regimen being studied to treat Dyspepsia.,Infan Industria Quimica Farmaceutica Nacional,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT04069286,EFFICACY OF ORAL AROEIRA (Schinus Terebinthifolia Raddi) COMPARED TO OMEPRAZOLE IN DYSPEPPSIA,not_yet_due,no,,,,,
July,NCT05065957,D07001-softgel capsules + Xeloda (or TS-1) + mFOLFOX,Combination regimen being studied to treat Biliary Tract Cancer.,InnoPharmax Inc.,2026-07,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT05065957,Study of Combination Therapy of D07001-Softgel Capsules and Xeloda/TS-1 in Subjects With Advanced Biliary Tract Cancer,not_yet_due,no,,,,,
July,NCT06093672,Givinostat + Hydroxyurea,Combination regimen being studied to treat Polycythemia Vera.,Italfarmaco,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT06093672,Study on Efficacy and Safety of Givinostat Versus Hydroxyurea in Patients With Polycythemia Vera,not_yet_due,no,,,,,
July,NCT06481891,Sotagliflozin,"Investigational therapy being studied to treat Obstructive Cardiomyopathy, Hypertrophic and Non obstructive Hypertrophic Cardiomyopathy.",Lexicon Pharmaceuticals,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT06481891,A Study to Evaluate the Efficacy and Safety of Sotagliflozin in Symptomatic Obstructive and Non-obstructive Hypertrophic Cardiomyopathy,not_yet_due,no,,,,,
July,NCT07109869,Boric acid,"Investigational therapy being studied to treat Vulvovaginal Candidiases, Vulvovaginal Candidiasis, Genital, and related conditions.",pH-D Feminine Health LLC,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT07109869,Safety and Efficacy of Boric Acid Inserts for Treatment of Vulvovaginal Candidiasis,not_yet_due,no,,,,,
July,NCT06456528,QL0911,Investigational therapy being studied to treat Cancer Treatment Induced Thrombocytopenia.,"Qilu Pharmaceutical Co., Ltd.",2026-07,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT06456528,QL0911 for the Treatment of Cancer Treatment-Induced Thrombocytopenia,not_yet_due,no,,,,,
July,NCT06799559,10-20 mg Aripiprazole oral solution film + 3-6mg QLM1016,Combination regimen being studied to treat Schizophrenia.,"Qilu Pharmaceutical Co., Ltd.",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT06799559,Study on the Efficacy and Safety of QLM1016 in Schizophrenia,not_yet_due,no,,,,,
July,NCT06924632,Minoxidil,Investigational therapy being studied to treat Androgenetic Alopecia and Male Pattern Baldness.,Samson Clinical Operations Pty Ltd,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT06924632,Efficacy & Safety of Minoxidil SL Tablets in Men With AGA,not_yet_due,no,,,,,
July,NCT07223502,Combination Product: FDC of spironolactone and ER torsemide + Combination Product: Stabilized doses of loop diuretic and finerenone,Combination regimen being studied to treat Hypertension (HTN).,"Sarfez Pharmaceuticals, Inc.",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT07223502,A Study Comparing the Clinical Benefit of Finerenone Versus a Fixed Dose Combination (FDC) of Extended-Release Torsemide and Spironolactone in Patients With Hypertension and Chronic Kidney Disease,not_yet_due,no,,,,,
July,NCT06738251,Docetaxel Injection + Gemcitabine Hydrochloride for Injection + Paclitaxel Injection (+2 more),Combination regimen being studied to treat Advanced Urothelial Carcinoma.,"Shanghai Hengrui Pharmaceutical Co., Ltd.",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT06738251,A Phase III Study of SHR-A2102 Versus Investigator-selected Therapy in Advanced Urothelial Carcinoma,not_yet_due,no,,,,,
July,NCT05943795,Docetaxel + SI-B001,Combination regimen being studied to treat Non small Cell Lung Adenocarcinoma and Squamous Cell Carcinoma of Lung.,"Sichuan Baili Pharmaceutical Co., Ltd.",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT05943795,A Clinical Study of SI-B001 Combined With Docetaxel in the Treatment of Non-small Cell Lung Adenocarcinoma and Lung Squamous Cell Carcinoma,not_yet_due,no,,,,,
July,NCT06279364,Capecitabine + Carboplatin + Eribulin (+3 more),Combination regimen being studied to treat Triple Negative Breast Cancer.,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT06279364,A Study of SKB264 Versus Investigator's Choice Chemotherapy in Patients With Unresectable Recurrent or Metastatic Triple-Negative Breast Cancer,not_yet_due,no,,,,,
July,NCT06470451,Hypericin,"Investigational therapy being studied to treat CTCL/ Mycosis Fungoides, Mycosis Fungoides, and related conditions.",Soligenix,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT06470451,Confirmatory Study of Topical HyBryte™ vs. Placebo for the Treatment of CTCL,not_yet_due,no,,,,,
July,NCT07208591,STSA-1002 injection,Investigational therapy being studied to treat Acute Respiratory Distress Syndrome (ARDS).,"Staidson (Beijing) Biopharmaceuticals Co., Ltd",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT07208591,To Evaluate The Safety and Efficacy of STSA-1002 Injection in Patients With Acute Respiratory Distress Syndrome,not_yet_due,no,,,,,
July,NCT06504732,IAH0968,Investigational therapy being studied to treat Stomach Neoplasms and Solid Tumor.,"SUNHO（China）BioPharmaceutical CO., Ltd.",2026-07,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT06504732,To Evaluate IAH0968 in Combination With CAPEOX in HER2-positive Gastric Cancer,not_yet_due,no,,,,,
July,NCT06833307,SHR-1314,Investigational therapy being studied to treat Children and Adolescents Aged 6 to 18 With Moderate to Severe Plaque Psoriasis.,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT06833307,The Efficacy and Safety of SHR-1314 in the Treatment of Pediatric Patients of Age 6 to <18 Years With Moderate to Severe Plaque Psoriasis,not_yet_due,no,,,,,
July,NCT06617429,GTX-102,Investigational therapy being studied to treat Angelman Syndrome.,Ultragenyx Pharmaceutical Inc,2026-07,PHASE3,https://clinicaltrials.gov/study/NCT06617429,Phase 3 Efficacy and Safety Study of GTX-102 in Pediatric Subjects With Angelman Syndrome (AS),not_yet_due,no,,,,,
July,NCT07155668,Autoinjector + VRDN-003,Combination regimen being studied to treat Thyroid Eye Disease.,"Viridian Therapeutics, Inc.",2026-07,PHASE3,https://clinicaltrials.gov/study/NCT07155668,"A Safety, Tolerability and Pharmacokinetics Study of VRDN-003 in Participants With Thyroid Eye Disease (TED)",not_yet_due,no,,,,,
August,NCT06455059,Vosoritide,Investigational therapy being studied to treat Hypochondroplasia.,BioMarin Pharmaceutical,2026-08-01,PHASE3,https://clinicaltrials.gov/study/NCT06455059,Interventional Study of Vosoritide for the Treatment of Children With Hypochondroplasia,not_yet_due,no,,,,,
August,NCT06767735,GZR4 + Insulin Glargine U100,Combination regimen being studied to treat Diabetes.,Gan & Lee Pharmaceuticals.,2026-08-01,PHASE3,https://clinicaltrials.gov/study/NCT06767735,A Phase III Clinical Study to Assess the Efficacy and Safety of GZR4 in Insulin-naive Subjects With Type 2 Diabetes Mellitus (T2DM),not_yet_due,no,,,,,
August,NCT07469800,IBI362,"Investigational therapy being studied to treat Overweight, Obesity, and related conditions.",Innovent Biologics (Suzhou) Co. Ltd.,2026-08-01,PHASE3,https://clinicaltrials.gov/study/NCT07469800,Efficacy and Safety of IBI362 in Hypertensive Patients With Overweight/Obesity,not_yet_due,no,,,,,
August,NCT07113392,Oseltamivir + Suraxavir Marboxil,Combination regimen being studied to treat Influenza.,"Jiangxi Kvvit Pharmaceutical Co., Ltd.",2026-08-01,PHASE3,https://clinicaltrials.gov/study/NCT07113392,"A Study to Evaluate the Safety, Efficacy and Pharmacokinetics of Suraxavir Marboxil for Suspension",not_yet_due,no,,,,,
August,NCT06052059,IV Tulisokibart + SC Tulisokibart,Combination regimen being studied to treat Ulcerative Colitis.,Merck Sharp & Dohme LLC,2026-08-01,PHASE3,https://clinicaltrials.gov/study/NCT06052059,A Study to Evaluate Efficacy and Safety of Tulisokibart (MK-7240) in Participants With Moderately to Severely Active Ulcerative Colitis (MK-7240-001),not_yet_due,no,,,,,
August,NCT06514612,STN1013800 (0.1% Oxymetazoline Hydrochloride) eye drops in single dose containers,Investigational therapy being studied to treat Acquired Blepharophimosis.,Santen SAS,2026-08-01,PHASE3,https://clinicaltrials.gov/study/NCT06514612,"LIDRISE Study: A Phase 3 Study on the Efficacy and Safety of STN1013800 (Oxymetazoline HCl 0.1% Eye Drops, Single Dose) in the Treatment of Acquired Blepharoptosis.",not_yet_due,no,,,,,
August,NCT07473427,Varicella Vaccine,Investigational preventive therapy being studied to help protect against Varicella (Chickenpox) and Varicella Immunisation.,"Sinovac (Dalian) Vaccine Technology Co., Ltd.",2026-08-01,PHASE3,https://clinicaltrials.gov/study/NCT07473427,"Immunogenicity and Safety of Varicella Vaccine, Live in Healthy Vietnamese Children Aged 1~12 Years: A Single-armed Bridging Clinical Trial",not_yet_due,no,,,,,
August,NCT06174987,T-DXd,Investigational therapy being studied to treat Advanced Cancer and Metastatic Cancer.,Daiichi Sankyo,2026-08-03,PHASE3,https://clinicaltrials.gov/study/NCT06174987,A Study to Provide Continued Access to and Assess Long-Term Safety of the Study Drug(s),not_yet_due,no,,,,,
August,NCT06088199,Apremilast,Investigational therapy being studied to treat Plaque Psoriasis.,Amgen,2026-08-06,PHASE3,https://clinicaltrials.gov/study/NCT06088199,A Study of Apremilast in Pediatric Participants in Children With Mild to Moderate Plaque Psoriasis,not_yet_due,no,,,,,
August,NCT06777238,GZR18,Investigational therapy being studied to treat Type 2 Diabetes Mellitus (T2DM).,Gan & Lee Pharmaceuticals.,2026-08-07,PHASE3,https://clinicaltrials.gov/study/NCT06777238,A Phase III Clinical Study to Evaluate the Efficacy and Safety of GZR18 Injection in Subjects With Type 2 Diabetes Mellitus and Poor Blood Glucose Control by Diet and Exercise,not_yet_due,no,,,,,
August,NCT04436640,Bimekizumab,"Investigational therapy being studied to treat Axial Spondyloarthritis, Ankylosing Spondylitis, and related conditions.",UCB Biopharma SRL,2026-08-07,PHASE3,https://clinicaltrials.gov/study/NCT04436640,"A Study to Evaluate the Long-term Safety, Tolerability and Efficacy of Bimekizumab in Subjects With Active Axial Spondyloarthritis Including Ankylosing Spondylitis and Nonradiographic Axial Spondyloarthritis",not_yet_due,no,,,,,
August,NCT07103148,"Measles, combinations with mumps and rubella, live attenuated + Yellow fever vaccine (live)",Investigational preventive therapy being studied to help protect against Yellow Fever Immunization.,Sanofi,2026-08-08,PHASE3,https://clinicaltrials.gov/study/NCT07103148,A Phase III Control Study of the Safety and Immunogenicity of vYF in Pediatric Population,not_yet_due,no,,,,,
August,NCT06548360,Ruxolitinib Cream,Investigational therapy being studied to treat NonSegmental Vitiligo.,Incyte Corporation,2026-08-10,PHASE3,https://clinicaltrials.gov/study/NCT06548360,A Study to Evaluate the Safety and Efficacy of Ruxolitinib Cream in Pediatric Participants With Nonsegmental Vitiligo,not_yet_due,no,,,,,
August,NCT05267613,Nexium 10mg + Nexium 20mg,Combination regimen being studied to treat Erosive Esophagitis.,AstraZeneca,2026-08-14,PHASE3,https://clinicaltrials.gov/study/NCT05267613,Endoscopic Evidence of Maintenance of Healing With Oral NEXIUM in Patients 1 to 11 Years Old With Erosive Esophagitis.,not_yet_due,no,,,,,
August,NCT03974113,Fitusiran,Investigational preventive therapy being studied to help protect against Hemophilia.,"Genzyme, a Sanofi Company",2026-08-15,PHASE3,https://clinicaltrials.gov/study/NCT03974113,Fitusiran Prophylaxis in Male Pediatric Subjects Aged 1 to Less Than 12 Years With Hemophilia A or B,not_yet_due,no,,,,,
August,NCT06519370,Capecitabine + Eribulin + FDA018-ADC (+2 more),Combination regimen being studied to treat Triple Negative Breast Cancer.,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",2026-08-18,PHASE3,https://clinicaltrials.gov/study/NCT06519370,"FDA018-ADC vs Investigator's Choice Chemotherapy to Treat Locally Advanced, Recurrent or Metastatic Triple-negative Breast Cancer",not_yet_due,no,,,,,
August,NCT06104124,Dazodalibep,Investigational therapy being studied to treat Sjogren's Syndrome.,Amgen,2026-08-19,PHASE3,https://clinicaltrials.gov/study/NCT06104124,A Study to Evaluate the Efficacy and Safety of Dazodalibep in Participants With Sjögren's Syndrome (SS) With Moderate-to-severe Systemic Disease Activity,not_yet_due,no,,,,,
August,NCT05298423,carboplatin + cisplatin + durvalumab (+5 more),"Combination regimen being studied to treat Carcinoma, Non Small Cell Lung.",Merck Sharp & Dohme LLC,2026-08-19,PHASE3,https://clinicaltrials.gov/study/NCT05298423,Study of Pembrolizumab/Vibostolimab (MK-7684A) in Combination With Concurrent Chemoradiotherapy Followed by Pembrolizumab/Vibostolimab Versus Concurrent Chemoradiotherapy Followed by Durvalumab in Participants With Stage III Non-small Cell Lung Cancer (MK-7684A-006),not_yet_due,no,,,,,
August,NCT06694805,CAB LA + RPV LA + Oral ART,Combination regimen being studied to treat HIV Infections.,ViiV Healthcare,2026-08-19,PHASE3,https://clinicaltrials.gov/study/NCT06694805,A Study to Evaluate the Effectiveness of Long-acting (LA) Cabotegravir (CAB) + Rilpivirine (RPV) LA When Given to Participants With Detectable HIV-1,not_yet_due,no,,,,,
August,NCT03815643,Avelumab,Investigational therapy being studied to treat Solid Tumors.,"EMD Serono Research & Development Institute, Inc.",2026-08-21,PHASE3,https://clinicaltrials.gov/study/NCT03815643,Avelumab Program Rollover Study,not_yet_due,no,,,,,
August,NCT06660394,LP352,Investigational therapy being studied to treat Dravet Syndrome.,Longboard Pharmaceuticals,2026-08-21,PHASE3,https://clinicaltrials.gov/study/NCT06660394,"A Phase 3, Placebo-Controlled Study to Investigate LP352 in Children and Adults With Dravet Syndrome (DS)",not_yet_due,no,,,,,
August,NCT04711252,AZD9833 + Anastrozole + Luteinizing hormone-releasing hormone (LHRH) agonist (+1 more),Combination regimen being studied to treat ER Positive HER2 Negative Breast Cancer.,AstraZeneca,2026-08-24,PHASE3,https://clinicaltrials.gov/study/NCT04711252,A Comparative Study of AZD9833 Plus Palbociclib Versus Anastrozole Plus Palbociclib in Patients With ER-Positive HER2 Negative Breast Cancer Who Have Not Received Any Systemic Treatment for Advanced Disease,not_yet_due,no,,,,,
August,NCT04666610,Brivaracetam,Investigational therapy being studied to treat Childhood Absence Epilepsy and Juvenile Absence Epilepsy.,UCB Biopharma SRL,2026-08-24,PHASE3,https://clinicaltrials.gov/study/NCT04666610,"A Study to Evaluate the Efficacy, Safety, and Tolerability of Brivaracetam as Monotherapy in Patients 2 to 25 Years of Age With Childhood Absence Epilepsy or Juvenile Absence Epilepsy",not_yet_due,no,,,,,
August,NCT05132075,JDQ443 + docetaxel,Combination regimen being studied to treat Non Small Cell Lung Cancer.,Novartis Pharmaceuticals,2026-08-25,PHASE3,https://clinicaltrials.gov/study/NCT05132075,Study of JDQ443 in Comparison With Docetaxel in Participants With Locally Advanced or Metastatic KRAS G12C Mutant Non-small Cell Lung Cancer,not_yet_due,no,,,,,
August,NCT05254171,Gemcitabine + Nab-paclitaxel + SBP-101,"Combination regimen being studied to treat Pancreatic Cancer Metastatic, Pancreatic Ductal Adenocarcinoma, and related conditions.","Panbela Therapeutics, Inc.",2026-08-29,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT05254171,Study of Nab-Paclitaxel and Gemcitabine With or Without SBP-101 in Pancreatic Cancer,not_yet_due,no,,,,,
August,NCT06817265,TNTL + TNTL simulation preparation,Combination regimen being studied to treat Non Proliferative Diabetic Retinopathy.,"Beletalent (Zhuhai) Pharmaceutical Co., Ltd",2026-08-30,PHASE3,https://clinicaltrials.gov/study/NCT06817265,Clinical Study on the Efficacy and Safety of TNTL in the Treatment of Non-proliferative Diabetic Retinopathy,not_yet_due,no,,,,,
August,NCT05009836,Savolitinib,Investigational therapy being studied to treat Non small Cell Lung Cancer.,Hutchison Medipharma Limited,2026-08-30,PHASE3,https://clinicaltrials.gov/study/NCT05009836,Clinical Study on Savolitinib + Osimertinib in Treatment of EGFRm+/MET+ Locally Advanced or Metastatic NSCLC,not_yet_due,no,,,,,
August,NCT06284876,Ilaprazole + Lansoprazole,Investigational preventive therapy being studied to help protect against Peptic Ulcer.,"Il-Yang Pharm. Co., Ltd.",2026-08-30,PHASE3,https://clinicaltrials.gov/study/NCT06284876,Study to Evaluate the Efficacy and Safety of Ilaprazole 10 mg in Prevention NSAIDs Associated Peptic Ulcer,not_yet_due,no,,,,,
August,NCT06495229,CM310,Investigational therapy being studied to treat Atopic Dermatitis.,Keymed Biosciences Co.Ltd,2026-08-30,PHASE3,https://clinicaltrials.gov/study/NCT06495229,Study of CM310 in Adolescent Subjects With Atopic Dermatis,not_yet_due,no,,,,,
August,NCT06152575,Bortezomib + Carfilzomib + Dexamethasone (+3 more),Combination regimen being studied to treat Multiple Myeloma.,Pfizer,2026-08-30,PHASE3,https://clinicaltrials.gov/study/NCT06152575,MagnetisMM-32: A Study to Learn About the Study Medicine Called Elranatamab in People With Multiple Myeloma (MM) That Has Come Back After Taking Other Treatments (Including Prior Treatment With an Anti-CD38 Antibody and Lenalidomide),not_yet_due,no,,,,,
August,NCT07047521,Tetravalent Dengue Vaccine (TDV),Investigational preventive therapy being studied to help protect against Dengue Fever.,Takeda,2026-08-30,PHASE3,https://clinicaltrials.gov/study/NCT07047521,A Study on a New Tetravalent Dengue Vaccine (TDV) Formulation in Healthy Adults,not_yet_due,no,,,,,
August,NCT03619850,Ferumoxytol + Iron sucrose,Combination regimen being studied to treat Chronic Kidney Disease; Iron Deficiency Anemia.,"AMAG Pharmaceuticals, Inc.",2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT03619850,"A Study to Evaluate the Safety (Compared to Iron Sucrose), Efficacy and Pharmacokinetics of Ferumoxytol for the Treatment of Iron Deficiency Anemia (IDA) in Pediatric Subjects With Chronic Kidney Disease (CKD)",not_yet_due,no,,,,,
August,NCT05712200,Abelacimab,Investigational therapy being studied to treat Atrial Fibrillation (AF).,"Anthos Therapeutics, Inc.",2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT05712200,Study to evaLuate the effIcacy and Safety of abeLacimab in High-risk Patients With Atrial Fibrillation Who Have Been Deemed Unsuitable for Oral antiCoagulation (LILAC-TIMI 76),not_yet_due,no,,,,,
August,NCT07023341,BAY3723113,Investigational therapy being studied to treat Obstructive Hypertrophic Cardiomyopathy.,Bayer,2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT07023341,A Study to Learn More About How Well Aficamten Works in Japanese Participants With Symptomatic Obstructive Hypertrophic Cardiomyopathy,not_yet_due,no,,,,,
August,NCT07168473,Comparator + Experimental,Combination regimen being studied to treat Perennial Allergic Rhinitis Accompanied by Asthma.,"Daewon Pharmaceutical Co., Ltd.",2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT07168473,Study to Evaluate the Efficacy and Safety of DW1807 in Perennial Allergic Rhinitis Patients With Asthma,not_yet_due,no,,,,,
August,NCT04704934,Paclitaxel + Ramucirumab + Trastuzumab deruxtecan,"Combination regimen being studied to treat Gastric Cancer, Adenocarcinoma and Gastroesophageal Junction Adenocarcinoma.",Daiichi Sankyo,2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT04704934,Trastuzumab Deruxtecan for Subjects With HER2-Positive Gastric Cancer or Gastro-Esophageal Junction Adenocarcinoma After Progression on or After a Trastuzumab-Containing Regimen (DESTINY-Gastric04),not_yet_due,no,,,,,
August,NCT03989206,Nemolizumab,Investigational therapy being studied to treat Moderate to Severe Atopic Dermatitis.,Galderma R&D,2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT03989206,Long-term Safety and Efficacy of Nemolizumab With Moderate-to-severe Atopic Dermatitis,not_yet_due,no,,,,,
August,NCT06935409,Gemcitabine combined with docetaxel + HS-20093,Combination regimen being studied to treat Osteosarcoma.,Hansoh BioMedical R&D Company,2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT06935409,Study of HS-20093 Versus Gemcitabine in Combination With Docetaxel in Treatment of Osteosarcoma After Previous Second-line Treatment Failure,not_yet_due,no,,,,,
August,NCT05797610,Sefaxersen (RO7434656),Investigational therapy being studied to treat Primary IgA Nephropathy.,Hoffmann-La Roche,2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT05797610,A Study to Evaluate the Efficacy and Safety of Sefaxersen (RO7434656) in Participants With Primary Immunoglobulin A (IgA) Nephropathy at High Risk of Progression,not_yet_due,no,,,,,
August,NCT05627648,KP-100LI,Investigational therapy being studied to treat Vocal Fold Scar.,"Kringle Pharma, Inc.",2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT05627648,Phase 3 Study of KP-100LI in Subjects With Vocal Fold Scar,not_yet_due,no,,,,,
August,NCT07543380,RSVpreF,Investigational preventive therapy being studied to help protect against Respiratory Syncytial Virus (RSV).,Pfizer,2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT07543380,A Study to Learn Safety and Immune Response to Study Vaccine -RSVpreF in Adults at High Risk of Severe RSV Disease.,not_yet_due,no,,,,,
August,NCT06666855,DE-117B Eye Drops + Latanoprost,Combination regimen being studied to treat Open Angle Glaucoma and Ocular Hypertension.,"Santen Pharmaceutical Co., Ltd.",2026-08-31,PHASE3,https://clinicaltrials.gov/study/NCT06666855,A Phase III Study in Subjects With Primary Open Angle Glaucoma or Ocular Hypertension in China,not_yet_due,no,,,,,
